run,case,profile,rate,mode,repetition,source,Outcome,Planned,Offered,NotOffered,Admitted,QueueRejected,DictionaryRejected,LogicalCapRejected,Committed,ControlConsumed,Unknown,SqlRows,RetainedLogicalRecordBytes,DictionaryLogicalBytes,QueuePeakRecords,QueueAtSourceEnd,ObservedOfferedPerSecond,ObservedCommittedPerSecond,ObservedCommittedSqlRowsPerSecond,DatabaseBytes,DatabaseBytesBeforeIndexes,IndexPageBytes,PeakSampledPackageBytes,PeakSampledWalBytes,WorkerAllocatedBytes,SourceElapsedSeconds,WriterThroughDrainSeconds,DrainSeconds,IndexSeconds,CheckpointSeconds,FinalizationSeconds,WorkerElapsedSeconds,WorkerCpuSeconds,CommitTransactions,MeanCommittedPerTransaction,MaxOfferLatenessMicroseconds,MaxOfferedToCommitMicroseconds,OfferedPerSecond,CommittedPerSecond,PeakSampledDiagnosticRssBytes,PeakSampledWriterWorkerRssBytes,PeakSampledVerifierRssBytes,TransientPathMissObservations,ReopenSeconds,TimeToFirstQuerySeconds,TraversalSeconds,QueryMaximumMicroseconds,DatabaseSha256,WorkerReportSha256,SupervisorReportSha256,VerificationReportSha256
01,r1-100000-Numeric-sqlite,Numeric,100000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,queue-overload,1000000,1000000,0,864167,135833,0,0,864167,0,0,864167,62220024,0,4096,4007,100000.08953008015,86031.32555064217,86031.32555064217,115277824,27807744,87470080,133351912,18008552,1224184560,9.999991047,10.044794666,0.044803619,2.536403278,0.003802,2.550023292,12.703870413,16.198728,3376,255.9736374407583,5104.289,102875.245,100000|100000|100000|100000|100000|100000|100000|100000|100000|100000|0,54784|89600|90880|92672|93440|94976|87296|88832|85504|81920|4263|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,207007744,131760128,62386176,0,0.025086322,0.059601359,1.276447521,31988.109,94bd1f037000b8a188cae85d03ef9e571808900a6d3d9e4a2402b6f0ca58dbcb,e64e54682e291b6aafa8892f63e4bc6585d1910d0327380ea56d86c7a0d03de1,5a2518af0f7787a74bfd3395e335e535021535acd0b6959d065b7d75ecf5b355,c76706aae23824ffd1f95400a6ac7acad5b6eca392185a5aac8c59510ec95f4d
01,r1-100000-RepeatedStacks-producer-only,RepeatedStacks,100000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,1000000,1000000,0,1000000,0,0,0,0,1000000,0,0,72000000,26002,1643,67,100000.0902200814,0,0,0,0,0,0,0,73704184,9.999990978,10.000681659,0.000690681,0.0,0.0,0.000819501,10.017922124,10.694828,0,,5351.118,0,100000|100000|100000|100000|100000|100000|100000|100000|100000|100000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,148361216,74317824,0,0,,,,,,1f3fb120ab7aa012a02500031a01e5a29995efd055af7e884a3634f91dbe98e8,cec11189ba0f163ee952e9ab4a4e6c588b2e5e1253bde194507d4e00b1530346,
01,r1-100000-RepeatedStacks-sqlite,RepeatedStacks,100000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,queue-overload,1000000,1000000,0,841586,158414,0,0,841586,0,0,842610,60594192,26002,4096,3954,100000.0645000416,83751.82833290142,83853.73339336214,112340992,27115520,85225472,129953640,17547112,1193791952,9.99999355,10.048568691,0.048575141,2.562222011,0.003335916,2.575075858,12.727867076,16.110211,3288,255.95681265206812,5488.503,99317.534,100000|100000|100000|100000|100000|100000|100000|100000|100000|100000|0,55040|80384|84736|93440|85760|87552|87808|88320|85504|88832|4210|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,207126528,131837952,63176704,0,0.025259138,0.060240505,1.256668638,32570.382,4902a377bfa8e74cdd9ae6044dba10da392be48b1b2218908f6c6dcd48e7327e,26f2df7ee80564d5ab1e958cf5bf3e24b99895dd4e960df1af4490d26a657d49,0a6f918f3a329b8b05aac0b66c41a6a49a5f121a6e77733d08e22b2677546376,8be101c32d9b53f1f87d8d8f4a452d0f26290e1b56660d6328651df56669eb1e
01,r1-100000-NovelStacks-producer-only,NovelStacks,100000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,dictionary-cap,1000000,1000000,0,1000000,0,983616,0,0,16384,0,0,1179648,3462298,1779,4,100000.0805000648,0,0,0,0,0,0,0,530608208,9.99999195,10.001096097,0.001104147,0.0,0.0,0.03600957,10.054273945,10.771371,0,,5474.716,0,99984|100016|100000|100000|99999|100001|100000|100000|100000|100000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,152428544,78663680,0,0,,,,,,a05a2333fbb6270e68b636a30cd3943029850883c2428cc455b71875099acbe1,698a6f478abb10e3b328fa8ef80750f72737eb2decd0d72ef8ad1cce981a2e5f,
01,r1-100000-NovelStacks-sqlite,NovelStacks,100000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,queue-overload,1000000,1000000,0,10872,989128,0,0,10872,0,0,97848,782784,2329070,4096,4096,100000.08441007126,590.3462270730071,5313.1160436570635,4009984,2977792,1032192,4619208,1215432,275814928,9.999991559,18.416311482,8.416319923,0.041611424,0.004832245,0.071813507,18.595248265,12.625487,9087,1.196434466820733,4910.03,8418674.564,100000|100000|100000|100000|99999|100001|100000|100000|100000|100000|0,2165|458|524|521|498|539|550|498|503|519|546|507|437|477|490|495|467|480|198|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,164720640,89595904,71745536,0,0.022708952,0.036032686,0.123450615,11018.04,dddb0479233cf1598910348c69e988de91e85ba2d92da44a5a9286bb7dffed37,54ec5777b9d23020b45830e87525ee2a81da1e44e71bfa52000b9a6e0899c600,7fa5d1e1210b88e3b057285e32e2c3e32f6eaa6bf25330f7cc3c39918c21567f,38b94cd2aa8f14ec0fa638cbccc01a7f12bb0d8ae10b5e90e69a113854063ad9
01,r1-100000-Activity-producer-only,Activity,100000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,logical-cap,1000000,1000000,0,1000000,0,0,259829,0,740171,0,0,100663256,0,1648,83,100000.08832007801,0,0,0,0,0,0,0,72789944,9.999991168,10.000942761,0.000951593,0.0,0.0,0.001692976,10.018929611,10.927839,0,,5768.889,0,100000|100000|100000|100000|100000|100000|100000|100000|100000|100000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,147378176,73506816,0,0,,,,,,6f4859d91404e6dc778e6d2efabda16bbee0065886f41410de12e632b1510c01,470cb3d60428d27ce7f7e0bbbaf73a0bc809a5114bae7ec344ee8dc60a122ef5,
01,r1-100000-Activity-sqlite,Activity,100000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,queue-overload,1000000,1000000,0,11379,988621,0,0,11379,0,0,56895,1547544,0,4096,4096,100000.07693005918,630.4880552683203,3152.4402763416015,2777088,1712128,1064960,3254592,1104192,235211744,9.999992307,18.0479232,8.047930893,0.04499275,0.006687287,0.056874884,18.209687147,12.452721,8829,1.2888209310227658,5262.094,8590051.439,100000|100000|100000|100000|100000|100000|100000|100000|100000|100000|0,2912|470|465|477|505|490|502|488|503|470|490|517|527|519|524|499|501|496|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,161988608,86728704,62033920,0,0.024437307,0.037743598,0.068727925,10870.878,acfbbda2db96d2a1410996b18d97880d278cda03792c0f6213231dbc324f7d18,88f5b44209af76cfa380f90a2dfc5abb597b12ead5d7b2aef9f060c0ca828bcd,417be7a98015932b3505672094d60ca85bb730a98826b64cea594508c3c0b070,697310ae632900198047da9410c945f2d4443773e7c4603e2bda43b93b21cbc8
01,r2-1000-Numeric-producer-only,Numeric,1000,producer-only,2,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,10000,10000,0,10000,0,0,0,0,10000,0,0,720000,0,17,1,1000.0997494489602,0,0,0,0,0,0,0,1941760,9.999002605,9.99984948,0.000846875,0.0,0.0,0.001398989,10.018382408,10.315069,0,,5396.657,0,1000|1000|1000|1000|1000|1000|1000|1000|1000|1000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,135266304,61190144,0,0,,,,,,bb82fad365716e70cceb4d287d23f5052ba71de2acf116e81ccb49546e31948d,cc2e9404c9a33cb7b300c583ec333726981d7a1418f4a749518d0c472ada44c2,
01,r2-1000-Numeric-sqlite,Numeric,1000,sqlite,2,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,10000,10000,0,10000,0,0,0,10000,0,0,10000,720000,0,20,1,1000.0998439678227,999.82773318097,999.82773318097,1277952,339968,937984,2201800,1083592,15124880,9.99900166,10.001722965,0.002721305,0.048052189,0.003744894,0.060915694,10.166780338,10.671435,100,100.0,5193.956,115663.468,1000|1000|1000|1000|1000|1000|1000|1000|1000|1000|0,914|1009|1009|1008|1010|1010|1008|1008|1009|1010|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,157810688,82354176,60264448,0,0.024111485,0.03798808,0.034504158,11505.552,2f9d4a460d8e26c80125f25ece12655c1ee558da47f871827356be931124b81d,19e439b20c812a7673b30813475d15ae77e94d2c4af4bb734ea729d2ab555097,3855ea7d4af22e358eb7464535ee750f9fb16e4638e5486e48a9376273e0d402,fd4364dffd0b215d2993e47901657ba962860e72119d9e609c0c90d65d482299
01,r2-1000-RepeatedStacks-producer-only,RepeatedStacks,1000,producer-only,2,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,10000,10000,0,10000,0,0,0,0,10000,0,0,720000,26002,19,1,1000.0998249640288,0,0,0,0,0,0,0,2082264,9.99900185,9.999611398,0.000609548,0.0,0.0,0.001026212,10.01746107,10.321076,0,,4841.65,0,1000|1000|1000|1000|1000|1000|1000|1000|1000|1000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,135409664,61661184,0,0,,,,,,a8932a66bfa891cd32be9447e88b4f2b0bd93a23f10efa03fef09d3ee048b1b2,1097ba65c42410fbb8e430508abd96e9620298871752152e72782d168bb3c207,
01,r2-1000-RepeatedStacks-sqlite,RepeatedStacks,1000,sqlite,2,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,10000,10000,0,10000,0,0,0,10000,0,0,11024,720000,26002,28,2,1000.0998607711779,999.6071885614612,1101.9669646701548,1310720,372736,937984,2308728,1157752,15865480,9.999001492,10.003929658,0.004928166,0.04242852,0.003431921,0.051060987,10.162362149,10.707784,100,100.0,4795.705,122075.463,1000|1000|1000|1000|1000|1000|1000|1000|1000|1000|0,913|1010|1010|1010|1010|1009|1010|1009|1009|909|101|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,159006720,83644416,60141568,0,0.02289451,0.036505658,0.031979812,10999.972,a08c5f4711acb8b6bb35eea32e613e13f17ca4ef65dbec41b5bc0981e21afef3,8aee06a203afcd5f59814b40e174fb1efd684f4e38ecab39e880c559812fa5fc,8c54e1f98d40236853fc764c238e578f5ae77656871fcf815c68ec3b8c302879,7f2fef4ca8ce38be19451fece4a265edc00ba8277738278bb47c7c88a78a8bff
01,r2-1000-NovelStacks-producer-only,NovelStacks,1000,producer-only,2,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,10000,10000,0,10000,0,0,0,0,10000,0,0,720000,2108890,17,1,1000.0997714533498,0,0,0,0,0,0,0,12521736,9.999002385,9.999753346,0.000750961,0.0,0.0,0.024800644,10.041390232,10.371945,0,,4414.903,0,1000|1000|1000|1000|1000|1000|1000|1000|1000|1000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,146284544,72192000,0,0,,,,,,bef5065de7025ce3f094bccb11a73aec3fa48081e03aab2b05eb6f98ce9a9b3c,78abc9b12fc66881fc0267f14946c40c5d3cb68c82848ab7753633108cc0c2c3,
01,r2-1000-NovelStacks-sqlite,NovelStacks,1000,sqlite,2,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,10000,10000,0,10000,0,0,0,10000,0,0,90000,720000,2108890,30,1,1000.0996355262491,999.8462982278664,8998.616684050798,3592192,2646016,946176,4352416,1120672,68560664,9.999003744,10.001537254,0.00253351,0.036219554,0.00452449,0.066325478,10.1742883,10.875753,100,100.0,4199.715,123882.388,1000|1000|1000|1000|1000|1000|1000|1000|1000|1000|0,912|1009|1009|1008|1010|1008|1010|1008|1010|1009|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,161312768,86024192,71139328,0,0.022261165,0.035305123,0.113262805,10746.966,cc82beb07899915f5f844acd15e32585a612adddfca309b1418632a9131f290d,36c29245b55128436e8befad0ff3bcdf8677ffb3701768b0e83946d703ec8231,ee52fbc8f7dc085b690627309e8a6faaa1e898f8ea1bab3673051892f8dfe2ad,18fda480452b76c858c6ead48e76753174022bd919fa2bd0ba6b10e11a3182e9
01,r2-1000-Activity-producer-only,Activity,1000,producer-only,2,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,10000,10000,0,10000,0,0,0,0,10000,0,0,1360000,0,20,1,1000.0997076406225,0,0,0,0,0,0,0,1941760,9.999003023,9.999713302,0.000710279,0.0,0.0,0.001409149,10.017848726,10.29982,0,,4469.325,0,1000|1000|1000|1000|1000|1000|1000|1000|1000|1000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,135483392,61526016,0,0,,,,,,fcfc514e9374f99fdcab053d0f92e0a0ddbcd009f625208c2023b10fb012cc8a,312c66f951b3506083c295e0626093012836cbd5ec9da8dfe7d716f6e31d20bf,
01,r2-1000-Activity-sqlite,Activity,1000,sqlite,2,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,10000,10000,0,10000,0,0,0,10000,0,0,50000,1360000,0,22,1,1000.0989572915767,999.7410260848619,4998.70513042431,2412544,1466368,946176,3033792,1170112,37609672,9.999010525,10.00259041,0.003579885,0.039849944,0.007842524,0.051888663,10.162264334,10.814731,100,100.0,3970.732,117203.762,1000|1000|1000|1000|1000|1000|1000|1000|1000|1000|0,912|1004|1008|1009|1009|994|1008|1007|1010|1008|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,160980992,85749760,61472768,0,0.023626134,0.037945953,0.063165363,11898.56,c917157eb56ff506944398c3e1d893757525b9d50b027ce776a4be8a5ae7737b,72e9ec467310d6a8adccf893c5551328314fd4c4f2af275f5259e4f4f7719ad9,09a809fa3e5b94687a618f1aac5a0f655cb3e890b42400039e04d2b13a724c3a,b8696b319a96433e54a1096380525525ae61f611455ad2c3a96e6a7d46e275c1
01,r2-10000-Numeric-producer-only,Numeric,10000,producer-only,2,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,100000,100000,0,100000,0,0,0,0,100000,0,0,7200000,0,171,1,10000.096860938194,0,0,0,0,0,0,0,7360760,9.99990314,10.001307099,0.001403959,0.0,0.0,0.001454571,10.019435775,10.357479,0,,5956.499,0,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,138407936,64290816,0,0,,,,,,e291ca3014c386957077965ecf74f60e2900d6f23a2c6b1b2c1eaf01c95b093c,69a48f46824871be03f93e98cc8c25b913708a4f601399f10688b1935c487922,
01,r2-10000-Numeric-sqlite,Numeric,10000,sqlite,2,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,100000,100000,0,100000,0,0,0,100000,0,0,100000,7200000,0,229,5,10000.096515931524,9996.840676447973,9996.840676447973,13037568,3219456,9818112,15513528,2443192,140925048,9.999903485,10.003160322,0.003256837,0.312938495,0.0006969,0.319766776,10.421323981,11.239989,391,255.7544757033248,4908.079,44496.281,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,9728|10240|9984|9984|9984|9984|9984|9984|9984|9984|160|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,158576640,83480576,62484480,0,0.022619775,0.039070202,0.184390799,13811.862,94c2ec3cdcf10c704faf1897dd233fdd4e6fdd3406afce9e54da5b38bdfd8835,4b4f1e06e5fd6dcd0a9b35396a2e1c50a7c9aef4d60e1ff6e7b0c5449ec02a1a,7b7492590406bebb3c2ef771a320762fd595f0b3e96a19f5eb7ce40817616a3c,9a3264c2ead50c151c3b1d6a25d96eaa9531ed462577abf35032b591736854b5
01,r2-10000-RepeatedStacks-producer-only,RepeatedStacks,10000,producer-only,2,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,100000,100000,0,100000,0,0,0,0,100000,0,0,7200000,26002,194,4,10000.097639953347,0,0,0,0,0,0,0,7565880,9.999902361,10.0007577,0.000855339,0.0,0.0,0.000822018,10.018672974,10.371636,0,,5433.002,0,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,137826304,63852544,0,0,,,,,,c6991cfe77397011c15b4a553cc3c09fc14a68d67a332fd70aa7778269f01102,9f39dcba94cb23f14d0ff36040eb639acc8468d03a5ce8313bbacd84199739a5,
01,r2-10000-RepeatedStacks-sqlite,RepeatedStacks,10000,sqlite,2,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,100000,100000,0,100000,0,0,0,100000,0,0,101024,7200000,26002,288,11,10000.098653973251,9996.470068481653,10098.833921982903,13062144,3248128,9814016,15599904,2504992,141586768,9.999901347,10.003531178,0.003629831,0.293100378,0.000991136,0.299846577,10.406243787,11.254323,391,255.7544757033248,5144.562,43934.93,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,9728|10240|9984|9984|9984|9984|9984|9984|9984|9984|160|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,158781440,83574784,62537728,0,0.022629061,0.038605197,0.186103048,13599.17,646549c7fa290af3e3c219e9d04d009763be29af9002cead7d9d7543885c76b8,0aac02fe779f5d5896c20e6952c06c26df8617d20745ffacae65f6300e3eb2ea,8be9e6ac54845f5100347757ce24a893115b6bdb49dbf441e83b1fbf6cc65137,498cb610235eeb19499f9ddc42c5be74fc7bdb74f0f34c21f94722902b7f87ef
01,r2-10000-NovelStacks-producer-only,NovelStacks,10000,producer-only,2,edcea21f0363c19a8d568deecce31a53dda18780,dictionary-cap,100000,100000,0,100000,0,83616,0,0,16384,0,0,1179648,3462298,178,2,10000.097994960292,0,0,0,0,0,0,0,61607792,9.999902006,10.000911403,0.001009397,0.0,0.0,0.029823399,10.047333664,10.438044,0,,5301.028,0,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,152608768,78819328,0,0,,,,,,a5bdebcea91088f664bcb11bea98761faf0e524df6faf0bfcde9031d9e053500,494f6c10337bc2cab14c61301f8c9b9dd70007e927696fe7509d7a006768d9d9,
01,r2-10000-NovelStacks-sqlite,NovelStacks,10000,sqlite,2,edcea21f0363c19a8d568deecce31a53dda18780,dictionary-cap,100000,100000,0,100000,0,83616,0,16384,0,0,147456,1179648,3462298,364,1,10000.096340928148,1638.2292933949925,14744.063640554934,5738496,4345856,1392640,6483344,1293712,157219176,9.99990366,10.001042019,0.001138359,0.05019852,0.008424317,0.091126931,10.189883388,11.206376,64,256.0,5434.207,61233.891,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,9728|6656|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,160571392,85340160,73969664,0,0.023838153,0.037173048,0.161993979,10814.129,6d2ea4d94dd2d3ee2a6f57c857ce1fc7af2e11d280177d534d37c8cb7a6b647a,1182ad489f2da613cc16a30d57e4305cab97814f82a9fc55ac69a74ca3a5bd9c,b54c20934e69e06e087eacb698a64c19732ba240fcd584817899ca434ede1646,6fec79acc43d4715380e488187bcdd66ae0d5663b7d6bfc4937822a73f78a91f
01,r2-10000-Activity-producer-only,Activity,10000,producer-only,2,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,100000,100000,0,100000,0,0,0,0,100000,0,0,13600000,0,175,3,10000.096897938913,0,0,0,0,0,0,0,7360760,9.999903103,10.002023525,0.002120422,0.0,0.0,0.001592666,10.020637394,10.395409,0,,5557.87,0,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,137617408,63688704,0,0,,,,,,bbbfcf2f25270a2c88d970fa543cf970c320e77f3424962e195c4e3f8a26cf23,77caedfe78cbad17d4225bb52a9ab8a4c60fa38911422df682d455167dc171fa,
01,r2-10000-Activity-sqlite,Activity,10000,sqlite,2,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,100000,100000,0,100000,0,0,0,100000,0,0,500000,13600000,0,274,12,10000.096575932683,9995.639619121537,49978.19809560769,25817088,15896576,9920512,27979928,2130072,367588928,9.999903425,10.004362283,0.004458858,0.289075779,0.000650863,0.294334985,10.396342717,12.247975,391,255.7544757033248,5172.058,47189.944,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,9728|9984|9984|9984|10240|9984|9984|9984|9984|9984|160|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,158830592,83537920,62390272,0,0.023400691,0.039742577,0.42785288,13986.418,748a127c2468065320a56414e797d835eca20d1d1db206e74a9faca726ab6116,00191c39dad62596fcce67cf021c17e992340393c70f0efc07f3689ac448b831,1b8480cb50c0938725e804543c19d2b45282afd86187d4cc02bc4a734cd61b61,89442f9f0764765964db182fd0b1e7e377ed7bd9cf141b7ca6680a2accd5288b
01,r2-50000-Numeric-producer-only,Numeric,50000,producer-only,2,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,500000,500000,0,500000,0,0,0,0,500000,0,0,36000000,0,834,38,50000.09568018309,0,0,0,0,0,0,0,36426208,9.999980864,10.002810075,0.002829211,0.0,0.0,0.001548297,10.020400795,10.503429,0,,5500.895,0,50000|50000|50000|50000|50000|50000|50000|50000|50000|50000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,147046400,73080832,0,0,,,,,,63e8c6219b7eff6a80edd6b4a71e6cd437f265e1edf76cfd002938a33be20247,980d4e56514ea79e596eb08364f78d27880be6c36b27d688bfa077bf1f65e13a,
01,r2-50000-Numeric-sqlite,Numeric,50000,sqlite,2,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,500000,500000,0,500000,0,0,0,500000,0,0,500000,36000000,0,1479,32,50000.079940127805,49979.18924036099,49979.18924036099,66301952,16039936,50262016,76684192,10349472,709389080,9.999984012,10.004163885,0.004179873,1.406720983,0.002029941,1.416156173,11.533847659,13.783817,1954,255.88536335721597,5198.427,34339.91,50000|49999|50001|49998|50002|50000|50000|50000|50000|50000|0,49664|49920|50176|49920|49920|50176|49920|49920|50176|49920|288|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,183947264,108961792,62943232,0,0.025125512,0.050415121,0.759082824,22808.926,cd2067ba42e935d1bc891c0388b7ccca234e94bb426b9e9f2c1bc91a12a6d0ec,f1cd0593a847b4faf4eadf3f5daaa72c8c1ff6565c331e884cafa29f4a687b58,8572ae1c3f1dcb534248595a2f01635f9af81b87db265bf1dc979688a039fe77,522b84d6cbdeff508c52d8943dd2fa01a1d8c5eb184299bb851823da89699db8
01,r2-50000-RepeatedStacks-producer-only,RepeatedStacks,50000,producer-only,2,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,500000,500000,0,500000,0,0,0,0,500000,0,0,36000000,26002,869,43,50000.09115016617,0,0,0,0,0,0,0,36949336,9.99998177,10.001402441,0.001420671,0.0,0.0,0.000937072,10.018543253,10.555351,0,,5560.29,0,50000|50000|50000|50000|50000|50000|50000|50000|50000|50000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,147206144,73392128,0,0,,,,,,5e12d0089009c4122a1c37e970434c91680c632cfc9b8e8c702e3262073f3bc5,4d044bce87f1845852604bf8c3ce4bbd13f970ec7050eadcfed3c6ae5cdbd325,
